st,g1,b1,b3,qntl,toe_SV,para_SV,sd_SV,mean.se_SV
c,0,-0.4,0,0.01,0.053,0.000395004,0.050995423,0.050415972
c,0,-0.4,0,0.2,0.0494,-5.74E-05,0.048509965,0.048539009
c,0,0.4,-0.1,0.01,0.0495,0.000619476,0.050275449,0.050309935
c,0,0.4,-0.1,0.2,0.05,0.000154768,0.048360761,0.048432261
c,0,0.4,-0.2,0.01,0.0523,0.00014836,0.04967441,0.049846986
c,0,0.4,-0.2,0.2,0.048,-0.00012669,0.047517196,0.048139146
c,0,0.4,-0.3,0.01,0.049,-0.000413007,0.04892437,0.049002383
c,0,0.4,-0.3,0.2,0.0495,-3.26E-05,0.047318874,0.04767225
c,0,0.4,-0.4,0.01,0.0478,-0.000505914,0.047859255,0.047834271
c,0,0.4,-0.4,0.2,0.0485,0.000326598,0.047001573,0.047040455
c,0,0.4,-0.5,0.01,0.0484,-0.000279735,0.046207928,0.046440419
c,0,0.4,-0.5,0.2,0.05,6.43E-05,0.046137147,0.046308596
c,0,0.4,-0.6,0.01,0.0451,-1.99E-05,0.044373393,0.044890361
c,0,0.4,-0.6,0.2,0.0492,2.34E-05,0.045473182,0.0454987
c,0,0.4,-0.7,0.01,0.0456,0.00022334,0.042850746,0.043291556
c,0,0.4,-0.7,0.2,0.0509,-8.28E-05,0.044788602,0.044657732
c,0,0.4,0.1,0.01,0.0511,0.00105592,0.050433838,0.050248029
c,0,0.4,0.1,0.2,0.0512,-0.000331337,0.048192938,0.048466092
c,0,0.4,0.2,0.01,0.052,0.000824219,0.050054871,0.049811993
c,0,0.4,0.2,0.2,0.0504,-0.000437877,0.047924745,0.048223813
c,0,0.4,0.3,0.01,0.0489,0.00079485,0.049375715,0.049253577
c,0,0.4,0.3,0.2,0.0514,-0.00030129,0.047585236,0.047847372
c,0,0.4,0.4,0.01,0.0492,0.000286814,0.048199097,0.048616086
c,0,0.4,0.4,0.2,0.0525,-0.00028742,0.047275861,0.047373701
c,0,0.4,0.5,0.01,0.0484,0.000898208,0.04754945,0.047959305
c,0,0.4,0.5,0.2,0.0514,-0.000146576,0.047163847,0.046840088
c,0,0.4,0.6,0.01,0.0514,0.000954691,0.047169302,0.04727981
c,0,0.4,0.6,0.2,0.0518,-0.000261791,0.046781235,0.046270304
c,0,0.4,0.7,0.01,0.0531,0.001306279,0.046877231,0.046592075
c,0,0.4,0.7,0.2,0.0498,-0.000241776,0.046098993,0.045690054
c,0,0.4,0,0.01,0.0482,0.001269354,0.049983733,0.050431996
c,0,0.4,0,0.2,0.0514,7.60E-05,0.04830329,0.048541639
